district,date_start,date_end,dengue_A,dengue_B,dysentery_A,dysentery_B,encephalitis_A,encephalitis_B,enteric_fever_A,enteric_fever_B,food_poisoning_A,food_poisoning_B,leptospirosis_A,leptospirosis_B,typhus_f_A,typhus_f_B,viral_hep_A,viral_hep_B,rabies_A,rabies_B,chickenpox_A,chickenpox_B,meningitis_A,meningitis_B,leishmania_A,leishmania_B,tuberculosis_A,tuberculosis_B,wrcd_A,wrcd_B,lepto,dengue
Ratnapura,2024-09-07,2024-09-13,51,2220,5,90,0,5,0,8,1,16,49,1369,2,24,1,21,0,2,8,254,4,106,3,135,14,257,95,100,49,51
Kegalle,2024-09-07,2024-09-13,38,1666,2,15,0,6,0,9,0,11,21,552,0,23,0,9,0,1,14,666,0,51,2,23,13,272,91,100,21,38
Colombo,2024-08-31,2024-09-06,250,8448,2,26,0,7,0,46,0,19,16,369,0,8,0,8,0,0,17,383,1,30,1,2,43,1479,89,100,16,250
Gampaha,2024-08-31,2024-09-06,122,3867,0,33,1,26,0,13,1,73,16,530,0,8,0,8,0,0,1,298,2,99,3,19,26,831,100,99,16,122
Kalutara,2024-08-31,2024-09-06,57,2137,0,21,0,2,0,30,1,36,8,535,1,8,0,8,0,1,22,462,1,46,0,1,2,420,93,100,8,57
Kandy,2024-08-31,2024-09-06,94,3406,0,32,0,2,0,9,0,54,7,191,2,28,1,11,0,1,3,307,0,13,8,41,17,452,100,100,7,94
Matale,2024-08-31,2024-09-06,8,567,0,11,1,1,0,7,0,20,1,78,0,2,0,5,0,0,2,117,1,11,15,229,3,88,100,100,1,8
Nuwara-Eliya,2024-08-31,2024-09-06,4,279,2,109,0,7,0,9,1,201,0,143,1,34,0,6,0,0,7,186,0,15,0,1,3,185,85,100,0,4
Galle,2024-08-31,2024-09-06,50,1591,0,41,0,20,1,10,4,84,20,562,7,91,2,9,0,1,24,565,0,65,0,3,7,302,75,100,20,50
Hambantota,2024-08-31,2024-09-06,15,671,1,26,0,3,0,5,1,45,5,363,0,40,0,6,0,2,6,250,0,23,2,361,22,115,100,100,5,15
Matara,2024-08-31,2024-09-06,13,741,0,8,0,6,0,2,0,26,14,355,0,20,2,6,0,0,9,270,1,63,2,90,7,111,82,100,14,13
Jaffna,2024-08-31,2024-09-06,15,5208,2,52,0,2,0,23,1,34,0,17,1,441,2,7,0,1,1,162,1,18,0,1,7,187,93,93,0,15
Kilinochchi,2024-08-31,2024-09-06,1,286,2,13,0,0,0,2,0,2,0,18,1,11,0,0,1,2,1,8,1,6,1,1,0,18,100,100,0,1
Mannar,2024-08-31,2024-09-06,8,246,0,7,0,0,0,1,0,0,0,21,0,11,0,1,0,0,1,7,0,3,0,1,0,41,100,100,0,8
Vavuniya,2024-08-31,2024-09-06,0,162,0,12,0,1,0,1,0,21,0,76,0,4,0,4,0,0,0,33,1,19,1,9,0,26,100,100,0,0
Mullaitivu,2024-08-31,2024-09-06,2,194,1,8,0,0,0,0,0,17,1,67,0,11,0,0,1,1,0,4,0,5,1,10,0,23,100,100,1,2
Batticaloa,2024-08-31,2024-09-06,29,1368,3,99,0,10,0,6,1,53,1,61,0,2,0,17,0,2,3,93,1,39,0,4,2,109,79,100,1,29
Ampara,2024-08-31,2024-09-06,17,877,0,43,0,3,0,1,8,33,6,220,0,6,0,9,0,1,7,274,1,44,0,20,4,192,142,200,6,17
Trincomalee,2024-08-31,2024-09-06,8,617,0,13,0,1,0,3,2,7,0,131,0,12,0,3,0,0,5,67,2,14,1,16,0,79,92,100,0,8
Kurunegala,2024-08-31,2024-09-06,20,1866,0,38,2,31,0,3,1,346,11,482,1,20,0,4,0,4,9,393,2,209,9,452,3,364,100,100,11,20
Puttalam,2024-08-31,2024-09-06,17,900,0,7,0,3,0,3,0,3,2,189,3,27,1,4,0,1,2,107,0,54,1,28,0,146,100,100,2,17
Anuradhapura,2024-08-31,2024-09-06,8,623,2,25,0,6,0,2,0,38,6,333,1,28,1,11,0,1,4,205,1,41,13,643,6,206,96,100,6,8
Polonnaruwa,2024-08-31,2024-09-06,7,310,0,18,1,2,0,1,0,7,4,217,0,2,4,45,0,0,6,113,1,26,8,389,0,80,100,100,4,7
Badulla,2024-08-31,2024-09-06,20,701,0,26,1,6,0,5,0,31,2,399,2,32,1,24,0,0,2,273,1,28,1,31,2,163,88,100,2,20
Monaragala,2024-08-31,2024-09-06,18,636,0,15,0,3,0,3,0,84,5,568,0,25,4,33,0,1,4,97,7,78,8,187,2,84,100,100,5,18
Ratnapura,2024-08-31,2024-09-06,48,2169,4,85,0,5,0,8,0,15,30,1320,1,22,0,20,0,2,4,246,3,102,0,132,12,232,95,100,30,48
Kegalle,2024-08-31,2024-09-06,23,1628,0,13,0,6,0,9,0,11,10,531,0,23,0,9,0,1,12,652,0,51,0,21,9,255,80,100,10,23
Colombo,2024-08-24,2024-08-30,263,8198,0,24,0,7,0,46,1,19,13,353,0,8,0,8,0,0,8,366,1,29,1,1,43,1479,100,100,13,263
Gampaha,2024-08-24,2024-08-30,124,3745,1,33,2,25,0,13,1,72,16,514,0,8,0,8,0,0,9,297,3,97,0,16,26,831,93,99,16,124
Kalutara,2024-08-24,2024-08-30,43,2080,2,21,0,2,0,30,1,35,9,527,0,7,0,8,0,1,9,440,4,45,0,1,2,420,87,100,9,43
Kandy,2024-08-24,2024-08-30,72,3312,1,32,0,2,0,9,0,54,1,184,2,26,2,10,0,1,3,304,0,13,2,33,17,452,100,100,1,72
Matale,2024-08-24,2024-08-30,21,559,0,11,0,0,0,7,0,20,0,77,0,2,1,5,0,0,1,115,0,10,14,214,3,88,100,100,0,21
Nuwara-Eliya,2024-08-24,2024-08-30,7,275,3,107,1,7,0,9,1,200,2,143,2,33,1,6,0,0,6,179,0,15,0,1,3,185,100,100,2,7
Galle,2024-08-24,2024-08-30,27,1541,2,41,0,20,0,9,0,80,13,542,2,84,0,7,0,1,22,541,1,65,0,3,7,302,85,100,13,27
Hambantota,2024-08-24,2024-08-30,11,656,0,25,0,3,0,5,0,44,10,358,0,40,1,6,0,2,3,244,0,23,5,359,22,115,92,100,10,11
Matara,2024-08-24,2024-08-30,22,728,0,8,0,6,0,2,0,26,5,341,1,20,0,4,0,0,15,261,0,62,0,88,7,111,100,100,5,22
Jaffna,2024-08-24,2024-08-30,16,5193,1,50,0,2,0,23,1,33,0,17,1,440,0,5,0,1,1,161,1,17,0,1,7,187,100,93,0,16
Kilinochchi,2024-08-24,2024-08-30,3,285,1,11,0,0,0,2,0,2,1,18,0,10,0,0,0,1,0,7,0,5,0,0,0,18,100,100,1,3
Mannar,2024-08-24,2024-08-30,10,238,0,7,0,0,0,1,0,0,0,21,0,11,0,1,0,0,1,6,0,3,0,1,0,41,100,100,0,10
Vavuniya,2024-08-24,2024-08-30,3,162,0,12,0,1,0,1,0,21,1,76,0,4,0,4,0,0,0,33,2,18,0,8,0,26,100,100,1,3
Mullaitivu,2024-08-24,2024-08-30,0,192,0,7,0,0,0,0,0,17,2,66,0,11,0,0,0,0,0,4,1,5,0,9,0,23,100,100,2,0
Batticaloa,2024-08-24,2024-08-30,21,1337,0,96,0,10,0,6,0,52,0,59,0,2,0,17,0,2,4,90,3,37,1,4,2,109,79,100,0,21
Ampara,2024-08-24,2024-08-30,38,1822,1,40,0,9,0,9,0,28,11,673,1,24,0,14,0,2,23,735,4,82,2,41,4,192,200,200,11,38
Trincomalee,2024-08-24,2024-08-30,3,609,0,13,0,1,0,3,0,5,3,131,0,12,0,3,0,0,3,62,1,12,0,15,0,79,100,100,3,3
Kurunegala,2024-08-24,2024-08-30,20,1846,0,38,1,29,0,3,0,345,9,471,1,19,0,4,1,4,11,384,4,207,11,443,3,364,100,100,9,20
Puttalam,2024-08-24,2024-08-30,9,883,2,7,0,3,0,3,0,3,6,187,2,24,0,3,0,1,3,105,3,54,0,27,0,146,100,100,6,9
Anuradhapura,2024-08-24,2024-08-30,7,615,6,23,0,6,0,2,0,38,6,327,0,27,0,10,0,1,6,201,1,40,20,630,6,206,91,100,6,7
Polonnaruwa,2024-08-24,2024-08-30,10,643,1,16,0,0,0,1,0,8,1,62,0,5,0,4,0,0,5,172,1,12,0,0,0,80,100,100,1,10
Badulla,2024-08-24,2024-08-30,10,303,1,18,1,1,0,1,1,7,2,213,0,2,0,41,0,0,3,107,0,25,26,381,2,163,81,100,2,10
Monaragala,2024-08-24,2024-08-30,15,681,0,26,0,5,1,5,0,31,6,397,1,30,2,23,0,0,6,271,1,27,0,30,2,84,100,100,6,15
Ratnapura,2024-08-24,2024-08-30,25,618,1,15,0,3,0,3,0,84,3,563,0,25,3,29,0,1,8,93,2,71,5,179,12,232,100,100,3,25
Kegalle,2024-08-24,2024-08-30,77,2121,2,81,0,5,0,8,0,15,25,1290,1,21,1,20,0,2,8,242,4,99,6,132,9,255,91,100,25,77
Colombo,2024-08-17,2024-08-23,266,7935,3,24,0,7,1,46,2,18,13,340,0,8,1,8,0,0,19,358,3,28,0,0,43,1436,100,100,13,266
Gampaha,2024-08-17,2024-08-23,123,3621,1,32,4,23,0,13,1,71,28,498,0,8,1,8,0,0,11,288,7,94,2,16,4,805,57,100,28,123
Kalutara,2024-08-17,2024-08-23,48,2037,0,19,0,2,1,30,0,34,11,518,0,7,0,8,0,1,4,431,2,41,0,1,20,418,87,100,11,48
Kandy,2024-08-17,2024-08-23,114,3240,1,31,0,2,0,9,0,54,2,183,1,24,0,8,0,1,3,301,0,13,0,31,50,435,100,100,2,114
Matale,2024-08-17,2024-08-23,18,538,2,11,0,0,3,7,1,20,2,77,0,2,0,4,0,0,2,114,0,10,10,200,2,85,92,100,2,18
Nuwara-Eliya,2024-08-17,2024-08-23,10,268,1,104,0,6,0,9,0,199,6,141,0,31,0,5,0,0,5,173,0,15,0,1,1,182,85,100,6,10
Galle,2024-08-17,2024-08-23,40,1514,4,39,0,20,1,9,3,80,13,529,3,82,0,7,0,1,25,519,3,64,0,3,9,295,80,100,13,40
Hambantota,2024-08-17,2024-08-23,8,645,0,25,0,3,0,5,0,44,8,348,1,40,0,5,1,2,4,241,0,23,17,354,3,93,75,100,8,8
Matara,2024-08-17,2024-08-23,38,706,0,8,0,6,0,2,0,26,9,336,1,19,1,4,0,0,7,246,2,62,5,88,5,104,88,100,9,38
Jaffna,2024-08-17,2024-08-23,11,5177,2,49,0,2,0,23,1,32,0,17,4,439,0,5,0,1,7,160,3,16,0,1,0,180,100,93,0,11
Kilinochchi,2024-08-17,2024-08-23,3,282,1,10,0,0,0,2,0,2,0,17,0,10,0,0,0,1,1,7,0,5,0,0,0,18,100,100,0,3
Mannar,2024-08-17,2024-08-23,10,228,1,7,0,0,0,1,0,0,0,21,1,11,0,1,0,0,0,5,0,3,0,1,0,41,100,100,0,10
Vavuniya,2024-08-17,2024-08-23,5,159,2,12,0,1,0,1,0,21,3,75,0,4,0,4,0,0,1,33,1,16,0,8,0,26,75,100,3,5
Mullaitivu,2024-08-17,2024-08-23,1,192,0,7,0,0,0,0,0,17,0,64,0,11,0,0,0,0,0,4,0,4,1,9,0,23,100,100,0,1
Batticaloa,2024-08-17,2024-08-23,22,1316,1,96,0,10,0,6,0,52,0,59,0,2,0,17,0,2,1,86,2,34,0,3,4,107,86,100,0,22
Ampara,2024-08-17,2024-08-23,16,848,1,42,0,3,0,1,0,25,4,213,0,6,0,9,0,1,7,254,0,40,2,19,4,188,149,200,4,16
Trincomalee,2024-08-17,2024-08-23,10,606,0,13,0,1,0,3,0,5,1,128,0,12,0,3,0,0,3,59,0,11,2,15,3,79,50,100,1,10
Kurunegala,2024-08-17,2024-08-23,31,1826,0,38,0,28,0,3,0,345,10,462,0,18,0,4,1,3,21,373,5,203,12,432,10,361,76,100,10,31
Puttalam,2024-08-17,2024-08-23,16,874,0,5,0,3,0,3,0,3,6,181,3,22,2,3,0,1,5,102,3,51,2,27,4,146,69,100,6,16
Anuradhapura,2024-08-17,2024-08-23,16,608,1,17,0,6,0,2,0,38,4,321,0,27,2,10,0,1,6,195,2,39,18,610,7,200,91,100,4,16
Polonnaruwa,2024-08-17,2024-08-23,8,293,0,17,0,0,0,1,0,6,5,211,0,2,5,41,0,0,6,104,1,25,8,355,4,80,89,100,5,8
Badulla,2024-08-17,2024-08-23,9,666,1,26,0,5,0,4,0,31,9,391,3,29,0,21,0,0,11,265,2,26,3,30,6,161,88,100,9,9
Monaragala,2024-08-17,2024-08-23,13,593,0,14,0,3,0,3,0,84,0,560,2,25,1,26,0,1,3,85,0,69,3,174,9,82,91,100,0,13
Ratnapura,2024-08-17,2024-08-23,38,2044,0,79,0,5,0,8,0,15,23,1265,2,20,0,19,0,2,7,234,0,95,3,126,6,220,90,100,23,38
Kegalle,2024-08-17,2024-08-23,37,1569,0,12,0,6,0,9,0,11,14,510,0,22,0,9,0,1,14,625,2,49,1,20,16,246,73,100,14,37
Colombo,2024-08-10,2024-08-16,279,7669,0,21,0,7,0,45,0,16,11,327,0,8,0,7,0,0,3,339,0,25,0,0,43,1393,100,100,11,279
Gampaha,2024-08-10,2024-08-16,174,3498,2,31,4,19,1,13,0,70,19,470,2,8,0,7,0,0,7,277,2,87,0,14,44,801,86,100,19,174
Kalutara,2024-08-10,2024-08-16,50,1989,0,19,0,2,0,29,0,34,14,507,0,7,0,8,0,1,13,427,0,39,0,1,9,398,87,100,14,50
Kandy,2024-08-10,2024-08-16,120,3126,1,30,0,2,0,9,0,54,5,181,1,23,0,8,0,1,5,298,0,13,1,31,0,385,96,100,5,120
Matale,2024-08-10,2024-08-16,14,520,0,9,0,0,0,4,0,19,0,75,0,2,0,4,0,0,1,112,0,10,13,190,0,83,92,100,0,14
Nuwara-Eliya,2024-08-10,2024-08-16,5,258,1,103,1,6,0,9,1,199,4,135,1,31,0,5,0,0,3,168,1,15,0,1,8,181,100,100,4,5
Galle,2024-08-10,2024-08-16,46,1474,2,35,0,20,0,8,5,77,20,516,4,79,0,7,0,1,16,494,4,61,0,3,9,286,100,100,20,46
Hambantota,2024-08-10,2024-08-16,5,637,0,25,0,3,0,5,0,44,4,340,2,39,0,5,0,1,3,237,1,23,4,337,2,90,75,100,4,5
Matara,2024-08-10,2024-08-16,29,668,0,8,1,6,0,2,0,26,8,327,1,18,0,3,0,0,3,239,0,60,0,83,1,99,100,100,8,29
Jaffna,2024-08-10,2024-08-16,6,5166,0,47,0,2,1,23,0,31,0,17,5,435,0,5,0,1,3,153,0,13,0,1,0,180,86,93,0,6
Kilinochchi,2024-08-10,2024-08-16,6,279,0,9,0,0,0,2,0,2,0,17,0,10,0,0,0,1,0,6,0,5,0,0,2,18,100,100,0,6
Mannar,2024-08-10,2024-08-16,3,218,1,6,0,0,0,1,0,0,0,21,0,10,0,1,0,0,0,5,0,3,0,1,0,41,80,100,0,3
Vavuniya,2024-08-10,2024-08-16,0,154,0,10,0,1,0,1,0,21,1,72,0,4,0,4,0,0,1,32,1,15,0,8,0,26,100,100,1,0
Mullaitivu,2024-08-10,2024-08-16,1,191,0,7,0,0,0,0,1,17,0,64,0,11,0,0,0,0,0,4,0,4,0,8,0,23,100,100,0,1
Batticaloa,2024-08-10,2024-08-16,20,1294,4,95,0,10,0,6,5,52,3,59,0,2,0,17,1,2,0,85,0,32,0,3,0,103,93,100,3,20
Ampara,2024-08-10,2024-08-16,12,832,0,41,0,3,0,1,0,25,5,209,0,6,0,9,1,1,8,247,0,40,2,17,9,184,149,200,5,12
Trincomalee,2024-08-10,2024-08-16,12,596,0,13,0,1,0,3,0,5,1,127,0,12,0,3,0,0,6,56,0,11,0,13,0,76,92,100,1,12
Kurunegala,2024-08-10,2024-08-16,39,1795,2,38,3,28,0,3,0,345,6,452,1,18,0,4,0,2,7,352,2,198,20,420,18,351,93,100,6,39
Puttalam,2024-08-10,2024-08-16,24,858,0,5,0,3,0,3,0,3,9,175,5,19,0,1,0,1,2,97,2,48,1,25,0,142,100,100,9,24
Anuradhapura,2024-08-10,2024-08-16,10,592,3,16,0,6,0,2,0,38,8,317,0,27,0,8,0,1,5,189,2,37,26,592,6,193,91,100,8,10
Polonnaruwa,2024-08-10,2024-08-16,4,285,1,17,0,0,0,1,0,6,1,206,0,2,5,36,0,0,7,98,0,24,8,347,0,76,89,100,1,4
Badulla,2024-08-10,2024-08-16,18,657,1,25,0,5,0,4,0,31,5,382,3,26,1,21,0,0,10,254,2,24,0,27,3,155,94,100,5,18
Monaragala,2024-08-10,2024-08-16,12,580,0,14,0,3,0,3,6,84,4,560,0,23,2,25,0,1,2,82,2,69,7,171,1,73,91,100,4,12
Ratnapura,2024-08-10,2024-08-16,51,2006,4,79,0,5,0,8,0,15,41,1242,1,18,0,19,0,2,7,227,2,95,0,123,7,214,95,100,41,51
Kegalle,2024-08-10,2024-08-16,20,1532,1,12,0,6,1,9,0,11,23,496,1,22,0,9,0,1,15,611,3,47,0,19,2,230,91,100,23,20
Colombo,2024-08-03,2024-08-09,308,7390,0,21,0,7,0,45,0,16,11,316,0,8,0,7,0,0,14,336,2,25,0,0,58,1350,95,100,11,308
Gampaha,2024-08-03,2024-08-09,148,3324,1,29,1,15,0,12,0,70,12,451,1,6,0,7,0,0,15,270,2,85,0,14,79,757,62,92,12,148
Kalutara,2024-08-03,2024-08-09,27,1939,0,19,0,2,0,29,2,34,17,493,2,7,0,8,0,1,6,414,0,39,0,1,28,389,100,96,17,27
Kandy,2024-08-03,2024-08-09,107,3006,0,29,0,2,1,9,0,54,6,176,0,22,0,8,0,1,4,293,0,13,1,30,38,385,96,100,6,107
Matale,2024-08-03,2024-08-09,16,506,0,9,0,0,0,4,1,19,5,75,0,2,0,4,0,0,7,111,1,10,3,177,0,83,100,100,5,16
Nuwara-Eliya,2024-08-03,2024-08-09,9,253,3,102,0,5,0,9,3,198,6,131,0,30,0,5,0,0,10,165,3,14,0,1,6,173,100,92,6,9
Galle,2024-08-03,2024-08-09,32,1428,0,33,0,20,0,8,0,72,10,496,7,75,0,7,0,1,18,478,5,57,0,3,15,277,80,100,10,32
Hambantota,2024-08-03,2024-08-09,11,632,0,25,0,3,0,5,0,44,5,336,3,37,0,5,0,1,15,234,0,22,15,333,7,88,92,82,5,11
Matara,2024-08-03,2024-08-09,31,639,1,8,1,5,0,2,0,26,11,319,0,17,0,3,0,0,4,236,0,60,2,83,7,98,100,100,11,31
Jaffna,2024-08-03,2024-08-09,13,5160,0,47,0,2,0,22,0,31,0,17,4,430,0,5,0,1,0,150,0,13,0,1,0,180,100,100,0,13
Kilinochchi,2024-08-03,2024-08-09,1,273,0,9,0,0,0,2,0,2,0,17,0,10,0,0,0,1,0,6,0,5,0,0,0,16,100,100,0,1
Mannar,2024-08-03,2024-08-09,8,215,0,5,0,0,0,1,0,0,0,21,0,10,0,1,0,0,0,5,0,3,0,1,0,41,100,100,0,8
Vavuniya,2024-08-03,2024-08-09,1,154,0,10,0,1,0,1,0,21,0,71,0,4,0,4,0,0,1,31,1,14,0,8,3,26,100,100,0,1
Mullaitivu,2024-08-03,2024-08-09,1,190,0,7,0,0,0,0,0,16,2,64,0,11,0,0,0,0,0,4,1,4,0,8,0,23,100,83,2,1
Batticaloa,2024-08-03,2024-08-09,25,1274,2,91,1,10,0,6,0,47,0,56,0,2,0,17,0,1,1,85,2,32,0,3,6,103,93,93,0,25
Ampara,2024-08-03,2024-08-09,20,820,0,41,0,3,1,1,3,25,3,204,1,6,0,9,0,0,8,239,1,40,2,15,1,175,148,183,3,20
Trincomalee,2024-08-03,2024-08-09,12,584,0,13,0,1,0,3,1,5,1,126,0,12,0,3,0,0,7,50,0,11,0,13,2,76,100,100,1,12
Kurunegala,2024-08-03,2024-08-09,61,1756,2,36,1,25,0,3,0,345,15,446,0,17,0,4,0,2,15,345,12,196,10,400,10,333,93,100,15,61
Puttalam,2024-08-03,2024-08-09,19,834,0,5,0,3,0,3,0,3,3,166,0,14,0,1,0,1,3,95,1,46,0,24,6,142,85,92,3,19
Anuradhapura,2024-08-03,2024-08-09,5,582,0,13,0,6,0,2,12,38,3,309,0,27,0,8,0,1,2,184,0,35,11,566,5,187,100,100,3,5
Polonnaruwa,2024-08-03,2024-08-09,11,281,0,16,0,0,0,1,0,6,6,205,0,2,10,31,0,0,2,91,2,24,5,339,2,76,100,100,6,11
Badulla,2024-08-03,2024-08-09,15,639,2,24,0,5,0,4,1,31,7,377,0,23,1,20,0,0,5,244,0,22,1,27,8,152,100,100,7,15
Monaragala,2024-08-03,2024-08-09,12,568,0,14,0,3,1,3,0,78,4,556,0,23,2,23,0,1,3,80,0,67,6,164,0,72,100,73,4,12
Ratnapura,2024-08-03,2024-08-09,72,1955,2,75,1,5,0,8,0,15,42,1201,1,17,0,19,0,2,7,220,1,93,1,123,10,207,80,95,42,72
Kegalle,2024-08-03,2024-08-09,39,1512,0,11,0,6,0,8,1,11,21,473,0,21,3,9,0,1,24,596,2,44,0,19,11,228,82,100,21,39
Colombo,2024-07-27,2024-08-02,321,7082,0,21,0,7,0,45,1,16,13,305,0,8,0,7,0,0,15,322,1,23,0,0,41,1292,95,100,13,321
Gampaha,2024-07-27,2024-08-02,157,3163,0,27,0,14,1,12,0,70,11,438,1,5,3,5,0,0,9,252,0,79,0,14,0,678,62,100,11,157
Kalutara,2024-07-27,2024-08-02,65,1912,0,19,0,2,1,29,0,32,16,476,0,5,0,8,0,1,13,408,1,39,0,1,54,361,100,100,16,65
Kandy,2024-07-27,2024-08-02,120,2899,0,29,0,2,2,8,0,54,3,170,1,22,0,8,0,1,4,289,0,13,4,29,13,347,96,100,3,120
Matale,2024-07-27,2024-08-02,19,490,1,9,0,0,2,4,0,18,2,70,0,2,0,4,0,0,6,104,0,9,5,174,2,83,100,100,2,19
Nuwara-Eliya,2024-07-27,2024-08-02,5,244,2,99,0,5,0,9,1,195,4,125,0,30,0,5,0,0,3,155,1,11,0,1,3,167,100,100,4,5
Galle,2024-07-27,2024-08-02,33,1396,0,33,2,20,0,8,2,72,11,486,0,68,0,7,0,1,20,460,2,52,0,3,10,262,80,100,11,33
Hambantota,2024-07-27,2024-08-02,14,619,1,25,0,3,1,4,1,44,6,330,1,33,0,5,0,1,16,219,0,22,6,318,1,81,92,100,6,14
Matara,2024-07-27,2024-08-02,44,608,0,7,0,4,0,2,0,26,10,308,5,17,0,3,0,0,10,232,1,60,2,81,1,91,100,100,10,44
Jaffna,2024-07-27,2024-08-02,10,5147,3,47,0,2,0,22,0,31,0,17,9,426,0,5,0,1,0,150,2,13,0,1,0,180,100,93,0,10
Kilinochchi,2024-07-27,2024-08-02,1,272,0,9,0,0,0,2,0,2,0,17,1,10,0,0,0,1,1,6,0,5,0,0,2,16,100,100,0,1
Mannar,2024-07-27,2024-08-02,5,207,1,5,0,0,0,1,0,0,0,21,0,10,0,1,0,0,0,5,0,3,0,1,0,41,100,100,0,5
Vavuniya,2024-07-27,2024-08-02,5,153,1,10,0,1,0,1,0,21,1,71,0,4,0,4,0,0,1,30,0,13,0,8,0,23,100,100,1,5
Mullaitivu,2024-07-27,2024-08-02,1,189,0,7,0,0,0,0,0,16,2,62,0,11,0,0,0,0,0,4,0,3,0,8,3,23,100,100,2,1
Batticaloa,2024-07-27,2024-08-02,15,1249,4,89,0,9,0,6,1,47,3,56,0,2,0,17,0,1,2,84,1,30,0,3,1,97,93,100,3,15
Ampara,2024-07-27,2024-08-02,8,800,0,41,0,3,0,0,2,22,1,201,1,5,0,9,0,0,2,231,0,39,1,13,2,174,148,200,1,8
Trincomalee,2024-07-27,2024-08-02,8,572,0,13,0,1,0,3,0,4,0,125,0,12,0,3,0,0,0,43,0,11,1,13,0,74,100,100,0,8
Kurunegala,2024-07-27,2024-08-02,27,1695,1,34,1,24,0,3,0,345,20,431,0,17,0,4,0,2,12,330,5,184,14,390,8,323,93,100,20,27
Puttalam,2024-07-27,2024-08-02,24,815,0,5,0,3,0,3,0,3,1,163,2,14,0,1,0,1,3,92,1,45,1,24,5,136,85,100,1,24
Anuradhapura,2024-07-27,2024-08-02,23,577,0,13,3,6,0,2,0,26,8,306,0,27,0,8,0,1,7,182,8,35,27,555,6,182,100,100,8,23
Polonnaruwa,2024-07-27,2024-08-02,6,270,0,16,0,0,0,1,0,6,2,199,1,2,11,21,0,0,2,89,1,22,8,334,11,74,100,100,2,6
Badulla,2024-07-27,2024-08-02,10,624,2,22,1,5,0,4,1,30,10,370,2,23,0,19,0,0,7,239,0,22,2,26,6,144,100,100,10,10
Monaragala,2024-07-27,2024-08-02,15,556,1,14,1,3,0,2,0,78,12,552,0,23,0,21,0,1,2,77,4,67,6,158,0,72,100,100,12,15
Ratnapura,2024-07-27,2024-08-02,76,1883,2,73,0,4,0,8,3,15,36,1159,0,16,1,19,0,2,5,213,5,92,2,122,12,197,80,100,36,76
Kegalle,2024-07-27,2024-08-02,19,1473,0,11,0,6,0,8,0,10,5,452,1,21,0,6,0,1,25,572,0,42,0,19,25,217,82,100,5,19
Colombo,2024-07-20,2024-07-26,312,6761,2,21,0,7,1,45,1,15,4,292,0,8,0,7,0,0,18,307,0,22,0,0,55,1251,89,100,4,312
Gampaha,2024-07-20,2024-07-26,129,2968,1,27,1,14,1,11,1,70,13,425,0,4,0,2,0,0,13,243,4,79,1,14,0,678,85,99,13,129
Kalutara,2024-07-20,2024-07-26,55,1847,0,19,0,2,0,28,3,32,16,460,0,5,0,8,0,1,4,395,2,38,0,1,3,307,93,100,16,55
Kandy,2024-07-20,2024-07-26,105,2779,4,29,0,2,0,6,0,54,6,167,0,21,0,8,0,1,5,285,0,13,0,25,0,334,100,100,6,105
Matale,2024-07-20,2024-07-26,18,471,2,8,0,0,0,2,1,18,1,68,0,2,0,4,0,0,9,98,3,9,6,169,2,81,100,100,1,18
Nuwara-Eliya,2024-07-20,2024-07-26,6,239,6,97,0,5,1,9,0,194,2,121,2,30,0,5,0,0,4,152,1,10,1,1,6,164,85,100,2,6
Galle,2024-07-20,2024-07-26,31,1363,0,33,0,18,0,8,4,70,11,475,2,68,0,7,0,1,12,440,2,50,0,3,12,252,55,100,11,31
Hambantota,2024-07-20,2024-07-26,15,607,0,24,0,3,1,4,1,43,7,325,2,33,0,5,0,1,5,203,0,22,6,312,0,80,92,100,7,15
Matara,2024-07-20,2024-07-26,27,564,2,7,0,4,0,2,1,26,11,298,0,12,0,3,0,0,8,222,2,59,0,79,5,90,94,100,11,27
Jaffna,2024-07-20,2024-07-26,18,5137,2,44,0,2,2,22,1,31,2,17,6,417,1,5,0,1,3,150,1,11,0,1,9,180,100,93,2,18
Kilinochchi,2024-07-20,2024-07-26,2,271,1,9,0,0,0,2,0,2,0,17,1,9,0,0,0,1,0,5,0,5,0,0,1,14,100,100,0,2
Mannar,2024-07-20,2024-07-26,5,202,0,4,0,0,0,1,0,0,0,21,0,10,0,1,0,0,0,5,0,3,0,1,1,41,100,100,0,5
Vavuniya,2024-07-20,2024-07-26,1,148,2,9,0,1,0,1,0,21,1,70,0,4,0,4,0,0,0,29,0,13,0,8,0,23,100,100,1,1
Mullaitivu,2024-07-20,2024-07-26,0,188,2,7,0,0,0,0,0,16,1,60,0,11,0,0,0,0,0,4,1,3,0,8,1,20,83,100,1,0
Batticaloa,2024-07-20,2024-07-26,11,1234,2,85,0,9,0,6,1,46,1,53,0,2,0,17,0,1,4,82,1,29,0,3,7,96,93,100,1,11
Ampara,2024-07-20,2024-07-26,12,792,3,41,0,3,0,0,0,20,6,200,1,4,0,9,0,0,9,229,1,39,0,12,4,172,171,200,6,12
Trincomalee,2024-07-20,2024-07-26,14,564,1,13,0,1,0,3,0,4,0,125,0,12,0,3,0,0,3,43,1,11,1,12,4,74,75,100,0,14
Kurunegala,2024-07-20,2024-07-26,38,1668,2,33,1,23,0,3,0,345,10,411,0,17,0,4,0,2,10,318,3,179,16,376,4,315,90,100,10,38
